Review,Rating,Tanggal,Username,Likes
"bagus lah ya, bisa melihat vt random, seru, bahkan horror loh, keren zi keren, apalagi ada fitur streak, jadi ngobrol bareng temen tambah asik, dan bisa kembangin streak pet juga, keren deh pokoknya, THE BEST🤟🏻😋",5,2025-03-22 06:21:58,Pengguna Google,1613
"imo ya, tiktok tuh udah berkembang semakin baik dari tahun ke tahun, udah ada fitur story, streak, n send gif at commentar, dan pas kita ga tertarik sama suatu konten, at one-tap icon tidak tertarik, langsung ga pernah muncul lagi, dan setiap kita got interested with smth, pas kita cari, langsung muncul di fyp, dan aku ngerasa ngenikmatin itu, ditambah fitur repost bisa ngebuat orang lain ngenilai humor kita n kesukaan kita, semoga bisa dikembangin lebih baik lagi",5,2025-04-06 18:29:46,Pengguna Google,2
"cinta banget sama tiktokk🤧🤧❤️ semuanya fiturnya baguss❤️ apalagi efek² douyinn cakep²🤧🤧❤️ tapi sayangnya tombol ""simpan"" nya udh ga ada lagi jadi lumayan susah sih untuk nyimpen foto/vidio. harus di aplod dulu baru kesimpenn😞 untuk tiktok tolong balikin tombol ""simpan"" nya plisss🙏🏻☹️.",5,2025-04-02 12:59:48,Pengguna Google,6
GILEEEE......PEMBARUAN KOK 2 HARI SEKALI. Dan Setiap ada pembaruan aplikasi selalu susah dibuka. Bersihkan cache sudah. Data sudah. Masih saja. Sinyal pun terjamin. Akhirnya uninstal dan instal lagi. Ribet. Kalau bukan karena tiktok shop nya dah malas instal aplikasi ini.,5,2025-03-09 04:38:43,Pengguna Google,46
"Sangat baguss, tapi kenapa akhir2 ini sering nge bug dan ngestaq di logo nya doang trs tiba2 mati daya , dan sayaa sudah berkali2 hps download trs tapi setiap esokanya bug lagi ini gimana dong tolongg dong di perbaiki fitur ini saya sudahh cape bolak balik play store.",5,2025-02-02 17:06:10,Pengguna Google,5755
"Saya sudah bertahun tahun suka banget dengan apk ini meskipun sering menemukan bug,, namun saya minta Tolong untuk diturunkan sedikit harga koin dan dinaikan sedikit harga berlian, agar tidak begitu jauh berbeda harga antara nominal topup dan nominal penarikan, TERIMAKASIH.🙏🏻",5,2025-02-07 11:14:23,Pengguna Google,62
"Semua sudah bagus, tapi ada sedikit masalah saya baru download tiktok 2 hari lalu, terus sekarang apk nya gak bisa di masukin. Jadi ngelag banget, untuk memori sudah saya hapus apk yang lainnya juga sudah saya hapus, tapi masih tidak bisa di masukin. Saya juga gatau kalau ini tuh bisa terjadi, mungkin handphone saya yang tidak bisa menangpung apk tiktok atau ada kesalahan. Jadi mohon diperbaiki ya, saya juga sudah terlanjur mengunistal apk lain 🙂🙏🏻 Mohon bantuannya 😉",5,2025-02-22 17:27:00,Pengguna Google,4603
"Keluhan saya: Baru masuk ke aplikasinya sudah ngestuck di logo TikTok nya, jika aku keluar dari apknya,pasti hp ku langsung ngelag seperti terkena virus, satu² nya cara hapus aplikasinya lalu mendownload nya kembali, tolong dong diperbaiki segera!! sangat menggangu sekali bug seperti ini",5,2025-03-04 01:25:35,Pengguna Google,11891
"Aplikasi nya udh bagus,tapi kadang tik tok nggak bisa di buka jadi harus di hapus dan di download lagi kadang beberapa hari kemudian setelah di hapus dan di download lagi malah selang 3 hari,kembali lagi nggak bisa di bukaaa,jadi tolong di perbaiki lagii🙏🏻",5,2025-02-24 15:20:42,Pengguna Google,977
"tiktok sangat bagus saya suka dari tiktok kita bisa tau edukasi, sosialisasi,dan info yang menarik ,jika ada yang bug mungkin itu hpnya karna di saya tiktok tida bug sama sekali,malah bagus,coba sound, filter yang menarik ,unik di tiktok,jika kalian suka vidio yang menarik download tiktok sekarang juga, karna tiktok unik saya menyukainya,disini kita bisa tau tentang berita penting,berita terbaru dan berita yang seru seru ayo buruan download sekarang jugaa,ada di Apple store atau play store yukkk",5,2025-02-04 21:19:33,Pengguna Google,1966
Kalo menurut aku ya di hp aku tiktoknya bagus gak ada bug sama sekali cuma yang bikin heran itu kan waktu itu ada tuh reward atau poin nonton video orang di tiktok tapi ko sekarang gak ada ya??? cuma tugas harian doang adanya padahal aku sudah melaporkan masalah dan udah di update juga tiktonya,5,2025-01-26 17:18:47,Pengguna Google,2138
"aplikasi ini sangat menarik banget buat aku, dan banyak konten seru yang bisa aku liat, pokoknya seru banget deh!! cuma kadang aplikasi nya suka ngebug, jadinya suka ada video yang ga bisa ditonton karna aplikasi nya ngebug, terus juga kadang aplikasi nya suka lemot, tapi walau begitu aplikasi nya tetep bagus dan aku rekomendasi banget, byee🙂🙌",5,2025-03-19 10:50:12,Pengguna Google,4552
Apk bagus cuman saya sarankan untuk memperbaikinya soalnya suka ngebug terus keluar dengan sendirinya padahal gak ada yang mencet keluar terus padahal folowers udah banyak tapi tidak bisa live padahal udah uppdat beberapa kali tapi tetep gk bisa mohon atas perbaikannya ya terimakasih,5,2025-03-08 13:17:59,Pengguna Google,8154
"bagus banget tiktok, ada banyak fitur dan video random. tapi tiktok kadang pilih kasih. cuman tetap aja , sehari aku pasti main tiktok. seru banget lohh . bisa buat komunikasi juga sama teman kalo ga punya whatsapp. BINTANG 5 BUAT TIKTOK ⭐⭐⭐⭐⭐",5,2025-03-26 10:55:32,Pengguna Google,787
untuk aplikasi memang oke sangat bagus tpi kalau sudah ada titik warna hijau mau buka tiktok nggk bisa harus dihapus terus didownload ulang lagi ini kenapa yaa padahal jaringannya bagus tapi tiktoknya yang kurang mungkin tolong diperbaiki lagi,5,2025-03-03 07:22:25,Pengguna Google,3124
"Aplikasinya bagus tapi....pas baru masuk langsung liat ke pencarian tentang matematika,nah langsung ada yang sus... Tauuu ngeri tapi penilaian bagus kok karna bisa belajar matematika jadi aku ranking satu di kelas aku bahagia tau,tapi kalo kalian mau belajar yang lain gpp kok masih banyak semoga bermanfaat yaa.",5,2025-02-25 11:14:46,Pengguna Google,2564
di saat saya mau update tiktok kenapa GK bisa tiktoknya GK bisa ke update tolong di perbaiki ya.kadang tiktoknya ngelag padahal jaringan aman.kadang suka like sendiri tanpa di like sama aku. tolong diperbaiki ya🙏🙏 kadang banyak iklan nya,5,2025-04-02 21:34:06,Pengguna Google,8
"Aplikasi nya emang udh bagus tapi kenapa ya setiap saya main game yang buat hp saya lag, lalu saya main tiktok kok cuma ada tulisan tiktok dan itu lamaa banget muncul nya pasti kalo kayak gitu harus downlod ulang lagi, tolong diperbaiki🙏",5,2025-02-26 11:28:09,Pengguna Google,4893
"seru tapi ada sedikit kesalahan mohon maa ya untuk kesalahan nya itu, saya sudah mengupdate tapi pas sudah saya update saya mainin nih langsung ketiktok nya untuk melihat video nya tapi habis itu pas saya keluar sebentar dari tiktoknya tiktok nya langsung gak bisa di mainin kata nya anda harus mengupdate nya dulu baru anda bisa memainkannya lagi seperti semula, nah kejadian itu sering sekali terjadi pada saya, tapi gpp karna sekarang udh gak terjadi lgi walaupun masih ada kesalahan tapi gpp 😊",5,2025-03-29 04:06:21,Pengguna Google,7
"aku suka sama tiktok sih cuman anehnya waktu aku mau bikin vidio yang udah jadi mau dibikin patah patah ngga bisa padahal orang lain pada bisa katanya habis dipotong vidionya tuh ke magic, terus sama kalo kita udah aga lama main tiktok tiba tiba keluar sendiri terus ngebug juga tolong diperbaiki lagi ya supaya kita nontonnya enak senang",5,2025-03-21 01:18:14,Pengguna Google,1716
"Aplikasi ini bagus, saya suka aplikasi ini, tapi gimana cara komen foto ya saya bingung tapi teman saya selalu sombong dan saya iri tapi tolong tambah kan fitur komen foto dan stiker jadi segitu saja🙏",5,2025-04-13 09:22:44,Pengguna Google,0
"bagus banget kak, cuma kenpa ya apk tiktok saya,tidak updt padahl apknya sudh saya update tapi pas di buka tt nya gda tanda kita on atau gak nya, dan gda api nya jga dll mohon di perbaiki ya kak Trimksih",5,2025-04-13 10:05:06,Pengguna Google,0
memang bagus hanya saja kenapa pas bikin v velocity di sulap kecepatan nya itu malah ada putih putih nya yah? tolong di kembalikan seperti dahulu yahh🙏🙏🙏,5,2025-04-14 17:43:04,Pengguna Google,0
"Aplikasi nya bagus,, kekurangan nya suka bug,, gak bisa di buka, jadi buat hp jadi leg,, hapus aplikasi kasi, baru download lagi baru bisa,,, tolong di perbaiki... Terima aksih..",5,2025-03-10 10:27:16,Pengguna Google,26
"Ini tiktok kenapa dah, padahal jaringan saya aman² aja tapi ttp loading terus tbtb nge lag gitu padahal saya buka apk lain gak nge lag. Motong di perbaiki lagi yh soal nya udh 5 hari gak buka tiktok gara² itu , terus tbtb keluar sendiri. Tolong perbaiki dong",5,2025-03-07 11:59:30,Pengguna Google,2650
"ini gimana sih tiktok, padahal gua ada kuota, tpi malah ga bergerak video nya, cuma fotonya doang, pas buka komen malah bisa, tolong di perbaiki pihak tiktok 🙏🏻 edit: ternyata cara supaya gak lag itu harus di restart ulang hp nya, sekarang udh bisa",5,2025-04-13 16:18:01,Pengguna Google,1
"Aplikasi nya keren lah buat nonton tiktok yang segala macem, tapi pas mau bikin daftar putar kok gaada ya?, tadi lagi liat tutornya katanya ke alat kreator pas saya coba gaada tulisan alat kreator, terus katanya lagi ke tiktok studio kalo ada tapi saya cari gaada, sama pas aku lagi mau post vidio tiba2 ga memosting terus berandanya malah jadi ""ada masalah coba lagi"" dah kembali online tapi sama aja😢pengen nangisss, tolong di perbaiki lagi ya",5,2025-02-07 20:50:53,Pengguna Google,6003
"untuk Tik Tok. Tolong tambahkan fitur hapus posting ulang,hapus yang disukai,pokoknya tambahin fitur hapus ditik tok,soalnya file aplikasi tik tok saya sudah semakin banyak,dapat terjadinya ngelag dan frame.",5,2025-02-26 18:51:37,Pengguna Google,677
"Saya suka dengan promo2 nya tapi sayang nya sering eror susah di buka aplikasinya , harus di buang dulu aplikasinya trus dhonlot lagi begitu terus , saya sudah 3 kali ini ngedhonlot aplikasi tik tok ini, saya berharap pada para admin tik tok tolong dong aplikasi tik tok nya jangan sering error terus klau mau pesen prodok jadi sulit.",5,2025-03-03 23:17:38,Pengguna Google,73
"System eror, kayak terlalu berat/nguras hp terlalu cepat, saat off penggunaan batre terlalu berat dan kayak ada bug. Dah gitu doang, Tolong di benerin.",5,2025-03-06 20:00:56,Pengguna Google,4675
"untuk tiktok tolong perbaiki akun saya kenapa setiap mau upload konten meme di tiktok selalu ada tulisan ""konten sedang ditinjau"" tolong perbaiki server nya karena kita yg ngedit video cape sudah lama edit video nya tapi mala dapat kayak gini tolong di perbaiki akun saya tiktok nik: akhilles_4",5,2025-03-20 14:29:46,Pengguna Google,24
"apk paling lengkap..... tapi satu kurangnya min, tolong ditambah dengan fitur time sleep ya. soalnya ngebantu banget kalau orang mau dengerin musik lewat tiktok Sampek ketiduran 😆",5,2025-04-01 23:57:20,Pengguna Google,5
tok knp makin update makin banyak kendala sih bukannya makin bagus makin lama makin berat ajah ni apk bikin hp nge bug kluar sendiri dan layar gelap dan selalu ada pemberitahuan tiktok tidak menanggapi 😭,5,2025-03-30 22:01:14,Pengguna Google,2
"apk nya bagus, menghibur, tapi suka ngebug atau keluar sendiri, kadang bersuara tapi video nya loading jadi kaya nonton foto.",5,2025-03-20 08:07:37,Pengguna Google,2
"algoritma ok, tiktok shop juga ok. tapi sejak gabung tokped ongkir & harga barang² jadi lebih mahal. & tolong itu ekspedisi jnt hapus aja, baru kemarin paket w ilang di sortir gak ada kabar sama sekali, kek ga ada tanggung jawab sama sekali.",5,2025-04-02 23:55:02,Pengguna Google,3
ini tiktok nya seru banget sih suka tinggal di scroll selesai dan disana juga ada filter nya juga lucu lucu banget tiap hari main tiktok seru fidio nya super duper seruuuuuuuuuuuu banget gak pernah bosen sih sama TikTok dan juga bisa live lagi (TERIMKASIH) sudah membuat hidupku bahagia,5,2025-03-25 20:52:39,Pengguna Google,3
bagus sih tiktok tapi akhir akhir ini video saya gak ke upload gatau knp padahal gapernah ngelanggar aturan gitu :((tolong dibaca ya tiktok saya sedih bgtt dari kemarin kayak gini terus udah coba berbagai cara tapi tetap ga bisa tolong tiktok.. ngestuck di 0 terus ga 100💔,5,2025-03-28 19:00:12,Pengguna Google,4
"Males loh tolong lah pihak tiktok kenapa sih terus²an gini suka nge stuck di logo pas giliran udah masuk malah mental keluar dari aplikasi cape loh gini terus tolong lah buat pihak tiktok segera perbaiki, padahal buka aplikasi lain yang jelas² lebih berat apk nya aman² aj loh giliran tiktok kok malah bikin depresi aj sih🙂",5,2025-04-06 20:37:06,Pengguna Google,1
"apk nya bagus banget, tapi pas aku buka suka ngeleg kenapa ya? padahal memo ku gak penuh masih banyak juga, ayo dong mohon di perbaiki aku jadi susah kalau mau nonton sama bikin video disana",5,2025-04-09 00:22:14,Pengguna Google,1
aplikasi ini sangat membatu saya dan juga aplikasi ini cocok buat orang yg bingung karena aplikasi tiktok ini bisa chat satu sama lain degan teman anda yg mungkin anda kenalin dan menonton vidio vidio yg pasti nya seru dan juga tidak ngrleng dan tidak banyak iklan pokonya bagus baget deh,5,2025-04-09 15:11:28,Pengguna Google,1
Sejak 5 bulan yang lalu kenapa ya tik tok di handphone saya tidak bisa melihat komentar Yang telah diberikan kepada video yang saya tonton itu Sejak bulan lalu bisa tapi kenapa akhir-akhir bulan ini sekitar 6 bulan atau 8 bulanan gitu Sudah tidak bisa dibuka dengan kata lain tidak bisa diklik Kiranya pihak pengembang aplikasi tik tok ini dapat Memberikan solusi dan memecahkan masalah Yang saya ajukan ini terima kasih salam hormat. 😀,5,2025-03-23 16:14:42,Pengguna Google,6
"aplikasikan nya bagus,selama saya pakai gak Ada tu yg aneh menurut aku ,tapi baru"" ini ada iklan nya ,mana iklan lama lagi harus nungguin 30 detik,atau 15 detik",5,2025-04-13 09:31:26,Pengguna Google,0
"""'awalnya saya pakai aplikasi ini masih baik baik aja tapii kelama lamaan apk nya ngelag terus juga kalo saya buka apknya tidak muncul gambar sama sekali trs kembali kembali juga ""mohon bantuannya,terimakasih"".",5,2025-04-10 13:10:26,Pengguna Google,1
"masih saya kasih bintang 5, ini kenapa min? di HP saya kok tidak muncul fitur sulap nya min, baca komen2 org juga banyak yg tidak muncul fitur sulap nya, padahal sudah diupdate di uninstall jga, tapi ttp tidak muncul itu fitur sulapnya, apa HP tertentu saja, tolong dong disama ratakan min fitur sulapnya, biar gak bolak balik ngedit di tiktok studio terimakasih",5,2025-04-08 02:47:43,Pengguna Google,1
"apk yg bagus jika fyp nya bermanfaat, pilihlah konten bermanfaat dan layak untuk di lihat agar tidak terkena brain rot. Apk ini juga banyak yg buat standar tiktok gila yg harus di terapkan di dunia nyata, #standar tiktokgila",5,2025-04-08 00:05:57,Pengguna Google,1
"sebuah aplikasi sosmed yang menguras waktu lama adalah TIKTOK,dimana jika suatu pengguna telah login/mauk ke dalam aplikasi maka pengguna tersebut akan kesulitan lepas dari layar hp nya, ada kekurangan📉 dari aplikasi ini adalah tidak menghapus video sensitif yang sangatlah berbahaya bagi anak anak🫵🤓 dan remaja puber dikarenakan obsesi mereka terhadap tontonan atau tindakan yang di berikan oleh seorang pengguna untuk melakukan tindakan atau hak ceroboh yang diluar akal manusia biasanya😱 ✋😯🤚",5,2025-03-30 23:56:24,Pengguna Google,2
"Tik tok aplikasi luar biasa, kita bisa belajar, punya banyak teman, bisa cari cduwit, bisa kreatif bikin konten dan masih banyak lagi Terimakasih Tiktok ♥️♥️♥️",5,2025-04-10 04:32:21,Pengguna Google,1
"Aplikasi nya gak seru akun aku udh di blokir beberapa kali setiap baru daftar akun di blokir terus, dan aplikasinya suka ngelag, terus kadang kalo lagi daftar akun di suruh tautkan nomor telepon aku udah masukin nomor telepon nya tapi masih aja gagal",5,2025-04-05 21:22:17,Pengguna Google,6
bagus sih tapi membuat aku lumayan susah coba di mudahin dikit dong biar gk susah banget dan menginstal nya pun agak lama banget tolong di benerin lagi ya mungkin cuma itu yg saya bilang kebanyakan atau ke dikitan saya minta maaf,5,2025-04-10 10:54:06,Pengguna Google,1
"sebenarnya tiktok sudah bagus banget aplikasinya, tapi terkadang masih ada bug yang bikin handpone jadi lemot, tolong perbaiki....!!!!!",5,2025-04-04 09:56:43,Pengguna Google,2
"wahh aplikasi nya sangat bagussss dan berguna banget bagi orang yang jual badan dan banyak konten yang sangat mendidik anak generasi muda wkwkwk🤣🤣🤣 intinya ngeri banget dahh aplikasi ini kayak negara saya(konoha)🗿🗿🗿🤣🤣🤣 khusus nya buat para bocil ini aplikasi sangat bahaya, cukup ini saja yang saya tulis wkwkwk 🗿🗿🗿🤣🤣🤣.",5,2025-03-25 03:42:20,Pengguna Google,6
"bagus banget,cuma mau minta tolong sama tiktok,buat adain fitur hapus postingan ulang secara bersama tidak satu satu vidio,agar bisa menghapus vidio repostan kalo emang uda kebanyakan.",5,2025-04-11 09:31:45,Pengguna Google,1
"seruuuu bangetttt banyaaaa vidio vidio yang asik,seru dan bisa belanja lagi tapi tiktok kadang ngalag kadang GK ada sinyal padahal wifi lancar tetap berkembang ya tiktokkk😍",5,2025-04-03 22:30:03,Pengguna Google,2
aplikasi Tiktok ini sangat bagus sekali tapi sayang nya akhir² ini Tiktok nya ngeleg pada sy barus buka yg muncul cuma layar hitam jadi sy mau nanya ini Tiktok nya yg Ngeleg apa HP sy nya yg Ngeleg ya dan sy mohon tiktok memperbarui Untuk Live misalnya kyk pengikut cuma 50 boleh kali Live Pliseee ya tiktok,5,2025-04-10 05:37:30,Pengguna Google,1
tiktoknya kadang suka error misalnya setiap kli saya mau nulis caption tidak bisa panjang dan langsung keluar dari apk saya mohon untuk segera diperbaiki.,5,2025-04-14 12:23:59,Pengguna Google,0
"1. Video sehat yang like banyak tidaknya tidak perlu penting karena untuk di tonton. 2. Tidak seperti sosial media sebelah kontennya pembodohan padahal tidak semua wanita seperti pelaku senonoh, pengguna bisa melaporkan sistem 3. Pengguna dari muda sampai tua.",5,2025-04-06 21:52:09,Pengguna Google,2
"tiktok aku akhir akhir ini lagi error, pas mau masuk malah stuck di logo, males banget jadi harus install ulang, mana tiap hari. ini hp ku yang lag atau tiktok nya ya yang bug?",5,2025-04-11 10:34:49,Pengguna Google,3
sumpah aplikasi ini si lebih bagus dengan yang dulu itu patah patah dan sekarang makin bagus dan lebih mantap di gunakan mari teman-teman pakai aplikasi ini sangat membutuhkan kalau mau nonton disini aja enak mantap di guna dan tidak ada bug sembarangan izin posting min lama tidak Pakai ni min😭👍👍👍👍👍👍🙏🙏🙏🙏,5,2025-03-25 15:14:44,Pengguna Google,3
kenapaya ini gak mau masuk ke tiktok lepas di instal kok gak mau masuk ke tiktok saya coba berulang ulang tapi dia tidak mau ke tiktok kemarin juga saya kan hapus ni tiktok nya sekarang baru saya instal lagi sama aja masih gak mau masuk ke tiktok nya waktu pertamanya ituloh gimana ini,5,2025-04-12 11:12:51,Pengguna Google,0
kebayakan aturan .. pelanggaran yg seharusnya tak pantas jadi pelanggaran yg di langgar tuh. seharusnya senjata tajam. narkoba. kekerasaan orang bugil ini orang minum kopi kena pelanggaran aneeh ... tolong di perbaiki ya biar. tiktok bisa lebih bagus lagi kualitasnya,5,2025-03-29 02:34:27,Pengguna Google,4
"aplikasi ini sangat berguna,bisa untuk menemukan ide ide masakan baru atau sebuah kreatifitas dan aplikasi ini juga menyediakan pesan atau bisa dipanggil dm saya sangat suka sekali bisa mempunyai aplikasi ini",5,2025-04-05 08:35:53,Pengguna Google,2
bagus BG jir pokok nya kamu harus download sih tapi sering ngebug karena klonei lagi oon jadi jangan uninstal ya yakarna itu bisa dapet duit trs masukin ke dana jadi jangan uninstal ya KLO ada yang tiba tiba keluar itu berarti penyimpanan nya penuh asli ny tik tok bagus loh bisa lihat yang lagi trend jadi kalian yang blm tau instal aj ap susah ny oh iya jangan lupa follow aku ya nama nya :Pesan Khusus cepetan follow aku males ngetik bye,5,2025-03-31 11:20:20,Pengguna Google,2
"aplikasi ini sangat bagus dan menarik sy sgt suka. byk hal yg bisa kita temui/dapatkan dan kita bikin,selamat ya TIKTOK sekarang aplikasi ini menjadi viral dan byk dipakai. byk orang bisa sukses karena TIKTOK.",5,2025-03-31 14:04:31,Pengguna Google,2
"Gw kasih bintang 5 because sangat seru apalagi tontonan nya itu unik + menarik tapi tolong kenapa yang semenjak tahun lalu 2024 tiktok itu berubah jadi sesad padahal gw gk nonton apa² trus gw itu Islam mana boleh nonton kek gitu jadi gk suka Alhamdulillah nya tiktok udah lain jadi makin nyaman deh Klo lagi rebahan juga aduh enak Bet pokoknya sama juga live,gw kan sedang live tu tiba tiba akun gw ke blokir tiba tiba g tau kenapa udah segitu capek bye semoga bermanfaat kata katanya yang gw bilang.",5,2025-04-07 13:42:11,Pengguna Google,1
"ada beberapa masalah dalam tik tok, contoh nya , ketika menjadi tamu gambar kita cuma munculnya di host/tamu yg lain,di hp sendiri hanya ada warna gelap, padahal sudah oncam, tolong perbaiki,",5,2025-04-04 01:58:56,Pengguna Google,1
"keren,oh ya, kenapa sekarang ga dapet pembaruan dari tiktok? yang muncul di notifikasi setelah upload video, sekarang ga pernah muncul lagi",5,2025-04-03 03:05:25,Pengguna Google,1
seru untuk di pakai menghibur saya suka dengan tiktok yang indah bagus ada musik dan dance ada uang gratis d tapi aku belom jadi tiktokers kapan ya aku jadi tiktokers daoin ya team nya tiktok agar aku banyak folowers ama like ama favorit ama di bagikan ama salin tau tan agar aku jadi tiktokers aku mengasihi bintang lima karna tiktok bagus dan menyenangkan menghibur juga sukses selalu ya tiktok serta team nya ini aditya mahardika dari kota sekayu aku kasih pesan untuk tiktok dan team nya ya dada.,5,2025-04-07 07:11:57,Pengguna Google,1
